Input.query,Input.id,annotations_list,gui_indexes_list,WorkerId,groupid,cumcount
settings to adjust,250,"[0, 2, 0, 2, 2, 0, 2, 0, 1, 1, 0, 2, 2, 2, 1]","[1042, 53087, 35066, 16041, 41138, 8878, 37448, 3929, 36988, 65290, 62887, 9236, 9231, 65791, 1380]",AXXA481XH6FKE,126,0
settings to adjust,250,"[1, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2]","[1042, 53087, 35066, 16041, 41138, 8878, 37448, 3929, 36988, 65290, 62887, 9236, 9231, 65791, 1380]",A33LIU53SVI55G,126,1
settings to adjust,250,"[2, 1, 0, 2, 1, 2, 2, 0, 0, 1, 0, 2, 2, 2, 2]","[1042, 53087, 35066, 16041, 41138, 8878, 37448, 3929, 36988, 65290, 62887, 9236, 9231, 65791, 1380]",A20I3A6VWC2T5C,126,2
a panel app window with its points,300,"[2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[25089, 67556, 14494, 30846, 36074, 14492, 44775, 52283, 43126, 44773, 56042, 53261, 27510, 65148, 24573]",ARJ7XWSK0Y8FJ,61,0
a panel app window with its points,300,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[25089, 67556, 14494, 30846, 36074, 14492, 44775, 52283, 43126, 44773, 56042, 53261, 27510, 65148, 24573]",A22TLF121MRXT1,61,1
a panel app window with its points,300,"[2, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 2]","[25089, 67556, 14494, 30846, 36074, 14492, 44775, 52283, 43126, 44773, 56042, 53261, 27510, 65148, 24573]",A35AR7EP102IEV,61,2
expense manager,197,"[1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 1, 1, 2, 1, 0]","[67404, 67406, 35518, 12880, 67409, 8462, 26054, 49085, 43696, 64621, 67394, 43708, 35872, 67396, 29946]",A2QZ3E3AEY887V,90,0
expense manager,197,"[0, 2, 1, 1, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0]","[67404, 67406, 35518, 12880, 67409, 8462, 26054, 49085, 43696, 64621, 67394, 43708, 35872, 67396, 29946]",A3C2X1L5PVNNLV,90,1
expense manager,197,"[1, 2, 1, 0, 0, 2, 2, 0, 2, 0, 0, 1, 1, 1, 0]","[67404, 67406, 35518, 12880, 67409, 8462, 26054, 49085, 43696, 64621, 67394, 43708, 35872, 67396, 29946]",AXXA481XH6FKE,90,2
Months of a year from January to November with a radio button to choose,125,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[48591, 11977, 60445, 64533, 15356, 51056, 11640, 57993, 70036, 11642, 49022, 12409, 56729, 60976, 43422]",AXXA481XH6FKE,29,0
Months of a year from January to November with a radio button to choose,125,"[2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[48591, 11977, 60445, 64533, 15356, 51056, 11640, 57993, 70036, 11642, 49022, 12409, 56729, 60976, 43422]",A22TLF121MRXT1,29,1
Months of a year from January to November with a radio button to choose,125,"[2, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[48591, 11977, 60445, 64533, 15356, 51056, 11640, 57993, 70036, 11642, 49022, 12409, 56729, 60976, 43422]",A15ZDCM9T6FXH3,29,2
informative list contents,88,"[0, 2, 1, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 0, 2]","[49867, 60601, 1286, 14545, 41249, 14054, 34373, 41244, 26954, 14551, 45108, 945, 19421, 21488, 64533]",AYHIH9NTPYFLY,97,0
informative list contents,88,"[0, 1, 1, 1, 2, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0]","[49867, 60601, 1286, 14545, 41249, 14054, 34373, 41244, 26954, 14551, 45108, 945, 19421, 21488, 64533]",AFIK3VBMMX6G6,97,1
informative list contents,88,"[0, 1, 1, 1, 2, 1, 2, 2, 1, 0, 2, 0, 2, 0, 1]","[49867, 60601, 1286, 14545, 41249, 14054, 34373, 41244, 26954, 14551, 45108, 945, 19421, 21488, 64533]",AXXA481XH6FKE,97,2
Gallery app with thumbnails overview,417,"[2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1]","[34874, 41796, 5907, 30954, 62, 55540, 64951, 41799, 27544, 19638, 24046, 53431, 64957, 5676, 53780]",AXXA481XH6FKE,14,0
Gallery app with thumbnails overview,417,"[2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0]","[34874, 41796, 5907, 30954, 62, 55540, 64951, 41799, 27544, 19638, 24046, 53431, 64957, 5676, 53780]",ARJ7XWSK0Y8FJ,14,1
Gallery app with thumbnails overview,417,"[1, 0, 0, 2, 0, 0, 2, 0, 0, 2, 1, 0, 0, 1, 0]","[34874, 41796, 5907, 30954, 62, 55540, 64951, 41799, 27544, 19638, 24046, 53431, 64957, 5676, 53780]",A33LIU53SVI55G,14,2
A guy picture on a social network,136,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[26880, 3161, 5873, 25133, 18439, 38591, 28831, 31853, 3328, 7632, 10592, 22820, 34603, 34614, 22816]",A22TLF121MRXT1,2,0
A guy picture on a social network,136,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[26880, 3161, 5873, 25133, 18439, 38591, 28831, 31853, 3328, 7632, 10592, 22820, 34603, 34614, 22816]",AXXA481XH6FKE,2,1
A guy picture on a social network,136,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[26880, 3161, 5873, 25133, 18439, 38591, 28831, 31853, 3328, 7632, 10592, 22820, 34603, 34614, 22816]",A15ZDCM9T6FXH3,2,2
page that display the questions  with options,319,"[2, 1, 0, 2, 1, 1, 2, 0, 0, 1, 0, 1, 0, 0, 1]","[44431, 30245, 59472, 54286, 56440, 59470, 44436, 37797, 2274, 32498, 71647, 52303, 6888, 60424, 54197]",AXXA481XH6FKE,116,0
page that display the questions  with options,319,"[1, 1, 0, 2, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0, 2]","[44431, 30245, 59472, 54286, 56440, 59470, 44436, 37797, 2274, 32498, 71647, 52303, 6888, 60424, 54197]",ARJ7XWSK0Y8FJ,116,1
page that display the questions  with options,319,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[44431, 30245, 59472, 54286, 56440, 59470, 44436, 37797, 2274, 32498, 71647, 52303, 6888, 60424, 54197]",A2AKNTBRMYZ95S,116,2
Advertisment of FedEx,454,"[1, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[68224, 14416, 28977, 28977, 24190, 24191, 24192, 72218, 24188, 24189, 24194, 24187, 24186, 24185, 24184]",A1I579KWWA5IEO,4,0
Advertisment of FedEx,454,"[0, 1, 2, 2, 2, 0, 2, 1, 2, 0, 1, 0, 0, 0, 0]","[68224, 14416, 28977, 28977, 24190, 24191, 24192, 72218, 24188, 24189, 24194, 24187, 24186, 24185, 24184]",A33LIU53SVI55G,4,1
Advertisment of FedEx,454,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[68224, 14416, 28977, 28977, 24190, 24191, 24192, 72218, 24188, 24189, 24194, 24187, 24186, 24185, 24184]",AXXA481XH6FKE,4,2
Fashion dressing ideas with image overview,47,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[6405, 56781, 27544, 9511, 48754, 5907, 52945, 56784, 25989, 37690, 4185, 44253, 52947, 38667, 43614]",AXXA481XH6FKE,11,0
Fashion dressing ideas with image overview,47,"[2, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0]","[6405, 56781, 27544, 9511, 48754, 5907, 52945, 56784, 25989, 37690, 4185, 44253, 52947, 38667, 43614]",A1E235KE3CSO7H,11,1
Fashion dressing ideas with image overview,47,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]","[6405, 56781, 27544, 9511, 48754, 5907, 52945, 56784, 25989, 37690, 4185, 44253, 52947, 38667, 43614]",ARJ7XWSK0Y8FJ,11,2
search bar with list of computer accessories categories,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46361, 69252, 65653, 22726, 40110, 39453, 9040, 8593, 54531, 15876, 8599, 49639, 9286, 53466, 16665]",AXXA481XH6FKE,122,0
search bar with list of computer accessories categories,29,"[1, 2, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 1, 1, 2]","[46361, 69252, 65653, 22726, 40110, 39453, 9040, 8593, 54531, 15876, 8599, 49639, 9286, 53466, 16665]",A1I579KWWA5IEO,122,1
search bar with list of computer accessories categories,29,"[2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 0, 1]","[46361, 69252, 65653, 22726, 40110, 39453, 9040, 8593, 54531, 15876, 8599, 49639, 9286, 53466, 16665]",ARJ7XWSK0Y8FJ,122,2
Menstrual calendar with body temperature,90,"[1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0]","[22869, 69898, 35129, 22874, 69896, 35128, 22881, 60076, 35130, 22890, 14255, 44316, 22886, 14250, 47788]",AXXA481XH6FKE,26,0
Menstrual calendar with body temperature,90,"[1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0]","[22869, 69898, 35129, 22874, 69896, 35128, 22881, 60076, 35130, 22890, 14255, 44316, 22886, 14250, 47788]",A2AKNTBRMYZ95S,26,1
Menstrual calendar with body temperature,90,"[1, 1, 0, 1, 2, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[22869, 69898, 35129, 22874, 69896, 35128, 22881, 60076, 35130, 22890, 14255, 44316, 22886, 14250, 47788]",A1I579KWWA5IEO,26,2
Genesis + Book + Android,26,"[0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 2]","[3912, 34374, 24453, 6383, 22319, 40927, 16684, 4465, 45335, 6389, 29546, 44576, 28508, 4460, 45333]",AXXA481XH6FKE,15,0
Genesis + Book + Android,26,"[0, 2, 2, 1, 2, 2, 1, 2, 2, 1, 0, 2, 2, 2, 2]","[3912, 34374, 24453, 6383, 22319, 40927, 16684, 4465, 45335, 6389, 29546, 44576, 28508, 4460, 45333]",AYHIH9NTPYFLY,15,1
Genesis + Book + Android,26,"[0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 2]","[3912, 34374, 24453, 6383, 22319, 40927, 16684, 4465, 45335, 6389, 29546, 44576, 28508, 4460, 45333]",AFIK3VBMMX6G6,15,2
best food recipes,75,"[1, 2, 1, 2, 1, 2, 2, 1, 0, 2, 2, 1, 2, 2, 2]","[56498, 9271, 60611, 42422, 31441, 60613, 43417, 42421, 13722, 43424, 6391, 60614, 14226, 9269, 35915]",AXXA481XH6FKE,70,0
best food recipes,75,"[1, 1, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2, 1, 1]","[56498, 9271, 60611, 42422, 31441, 60613, 43417, 42421, 13722, 43424, 6391, 60614, 14226, 9269, 35915]",A2ECRNQ3X5LEXD,70,1
best food recipes,75,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[56498, 9271, 60611, 42422, 31441, 60613, 43417, 42421, 13722, 43424, 6391, 60614, 14226, 9269, 35915]",AFIK3VBMMX6G6,70,2
Selection of Doctor's Specialization,5,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[71752, 51743, 17225, 41119, 65906, 27091, 24078, 5775, 44732, 9138, 60471, 33768, 31803, 55961, 69913]",A3C2X1L5PVNNLV,43,0
Selection of Doctor's Specialization,5,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[71752, 51743, 17225, 41119, 65906, 27091, 24078, 5775, 44732, 9138, 60471, 33768, 31803, 55961, 69913]",AYHIH9NTPYFLY,43,1
Selection of Doctor's Specialization,5,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[71752, 51743, 17225, 41119, 65906, 27091, 24078, 5775, 44732, 9138, 60471, 33768, 31803, 55961, 69913]",AXXA481XH6FKE,43,2
music,298,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2]","[36221, 58954, 36218, 70553, 66742, 70538, 21909, 65894, 36222, 70548, 53910, 3348, 5368, 21904, 58944]",A1I579KWWA5IEO,103,0
music,298,"[2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1]","[36221, 58954, 36218, 70553, 66742, 70538, 21909, 65894, 36222, 70548, 53910, 3348, 5368, 21904, 58944]",AXXA481XH6FKE,103,1
music,298,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[36221, 58954, 36218, 70553, 66742, 70538, 21909, 65894, 36222, 70548, 53910, 3348, 5368, 21904, 58944]",AYHIH9NTPYFLY,103,2
Product description and shipping information,384,"[0, 1, 0, 0, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 2]","[45521, 42438, 46766, 40100, 15155, 25525, 45733, 3499, 36855, 30793, 33057, 36856, 4556, 33059, 32420]",A33LIU53SVI55G,38,0
Product description and shipping information,384,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0]","[45521, 42438, 46766, 40100, 15155, 25525, 45733, 3499, 36855, 30793, 33057, 36856, 4556, 33059, 32420]",A1PVNAXKDIW5K6,38,1
Product description and shipping information,384,"[1, 2, 0, 1, 2, 1, 1, 0, 1, 0, 2, 1, 0, 0, 1]","[45521, 42438, 46766, 40100, 15155, 25525, 45733, 3499, 36855, 30793, 33057, 36856, 4556, 33059, 32420]",AXXA481XH6FKE,38,2
"option bar, multiple preview of data",63,"[0, 2, 1, 0, 0, 1, 1, 0, 2, 0, 1, 2, 0, 0, 2]","[10097, 34078, 22596, 2748, 21310, 22591, 16222, 26938, 49336, 39081, 21311, 49332, 62664, 21304, 49344]",A15ZDCM9T6FXH3,113,0
"option bar, multiple preview of data",63,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0]","[10097, 34078, 22596, 2748, 21310, 22591, 16222, 26938, 49336, 39081, 21311, 49332, 62664, 21304, 49344]",AXXA481XH6FKE,113,1
"option bar, multiple preview of data",63,"[1, 2, 0, 2, 1, 2, 1, 0, 0, 2, 0, 1, 2, 2, 0]","[10097, 34078, 22596, 2748, 21310, 22591, 16222, 26938, 49336, 39081, 21311, 49332, 62664, 21304, 49344]",A33LIU53SVI55G,113,2
"tourist app, discover world places, countries and cities",179,"[1, 0, 1, 2, 1, 1, 1, 2, 1, 2, 1, 0, 1, 2, 0]","[54556, 56265, 66553, 35849, 19259, 62895, 54548, 10196, 66552, 54555, 14594, 10215, 40902, 54072, 20147]",A35AR7EP102IEV,141,0
"tourist app, discover world places, countries and cities",179,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[54556, 56265, 66553, 35849, 19259, 62895, 54548, 10196, 66552, 54555, 14594, 10215, 40902, 54072, 20147]",AYHIH9NTPYFLY,141,1
"tourist app, discover world places, countries and cities",179,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[54556, 56265, 66553, 35849, 19259, 62895, 54548, 10196, 66552, 54555, 14594, 10215, 40902, 54072, 20147]",AXXA481XH6FKE,141,2
bookmark,36,"[2, 2, 1, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 0, 2]","[28617, 56739, 9990, 32768, 63074, 62742, 22208, 66750, 18448, 46383, 12844, 65294, 40780, 12836, 23669]",AXXA481XH6FKE,71,0
bookmark,36,"[1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[28617, 56739, 9990, 32768, 63074, 62742, 22208, 66750, 18448, 46383, 12844, 65294, 40780, 12836, 23669]",A2AKNTBRMYZ95S,71,1
bookmark,36,"[1, 2, 0, 2, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 2]","[28617, 56739, 9990, 32768, 63074, 62742, 22208, 66750, 18448, 46383, 12844, 65294, 40780, 12836, 23669]",A1PVNAXKDIW5K6,71,2
add location by pinning the place,272,"[2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2]","[3924, 64897, 61703, 43193, 64891, 28124, 59525, 71246, 8574, 50631, 3920, 62872, 43184, 9898, 58770]",A15ZDCM9T6FXH3,65,0
add location by pinning the place,272,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 2, 1, 1, 1]","[3924, 64897, 61703, 43193, 64891, 28124, 59525, 71246, 8574, 50631, 3920, 62872, 43184, 9898, 58770]",A1PVNAXKDIW5K6,65,1
add location by pinning the place,272,"[1, 0, 2, 1, 0, 0, 1, 1, 1, 1, 2, 2, 1, 1, 1]","[3924, 64897, 61703, 43193, 64891, 28124, 59525, 71246, 8574, 50631, 3920, 62872, 43184, 9898, 58770]",AXXA481XH6FKE,65,2
"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",168,"[2, 2, 0, 2, 0, 1, 2, 2, 0, 2, 2, 1, 2, 2, 1]","[39563, 12215, 11346, 39551, 26915, 57274, 54259, 56151, 8748, 12265, 49543, 49538, 54249, 71608, 22727]",ARJ7XWSK0Y8FJ,10,0
"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",168,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[39563, 12215, 11346, 39551, 26915, 57274, 54259, 56151, 8748, 12265, 49543, 49538, 54249, 71608, 22727]",AFIK3VBMMX6G6,10,1
"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",168,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[39563, 12215, 11346, 39551, 26915, 57274, 54259, 56151, 8748, 12265, 49543, 49538, 54249, 71608, 22727]",A15ZDCM9T6FXH3,10,2
Information with detailed explanation text of fitness exercises and a corresponding graphic,80,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[24724, 13178, 58734, 16658, 8252, 50750, 61960, 63225, 31803, 9531, 61619, 16379, 52316, 17212, 14056]",AFIK3VBMMX6G6,18,0
Information with detailed explanation text of fitness exercises and a corresponding graphic,80,"[0, 1, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[24724, 13178, 58734, 16658, 8252, 50750, 61960, 63225, 31803, 9531, 61619, 16379, 52316, 17212, 14056]",A22TLF121MRXT1,18,1
Information with detailed explanation text of fitness exercises and a corresponding graphic,80,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[24724, 13178, 58734, 16658, 8252, 50750, 61960, 63225, 31803, 9531, 61619, 16379, 52316, 17212, 14056]",AXXA481XH6FKE,18,2
near  important places,21,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0]","[40678, 52949, 38746, 62260, 15689, 44269, 12394, 12195, 9909, 61696, 8575, 7384, 69000, 12193, 47302]",A1PVNAXKDIW5K6,108,0
near  important places,21,"[1, 1, 2, 0, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1]","[40678, 52949, 38746, 62260, 15689, 44269, 12394, 12195, 9909, 61696, 8575, 7384, 69000, 12193, 47302]",A35AR7EP102IEV,108,1
near  important places,21,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 0]","[40678, 52949, 38746, 62260, 15689, 44269, 12394, 12195, 9909, 61696, 8575, 7384, 69000, 12193, 47302]",AXXA481XH6FKE,108,2
login page,416,"[0, 1, 0, 2, 0, 1, 0, 0, 2, 0, 0, 2, 2, 0, 0]","[22253, 28631, 39998, 65674, 17569, 47741, 31776, 31153, 141, 15939, 42360, 30102, 35225, 7809, 71940]",A2AKNTBRMYZ95S,99,0
login page,416,"[2, 1, 0, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0]","[22253, 28631, 39998, 65674, 17569, 47741, 31776, 31153, 141, 15939, 42360, 30102, 35225, 7809, 71940]",AXXA481XH6FKE,99,1
login page,416,"[2, 1, 0, 2, 0, 0, 2, 0, 2, 1, 1, 2, 2, 2, 0]","[22253, 28631, 39998, 65674, 17569, 47741, 31776, 31153, 141, 15939, 42360, 30102, 35225, 7809, 71940]",AFIK3VBMMX6G6,99,2
"weather details with temperature, pressure and relative humidity",91,"[2, 1, 0, 1, 1, 0, 0, 2, 0, 2, 1, 0, 2, 2, 0]","[33215, 26022, 65446, 51071, 36332, 54924, 29312, 58869, 58863, 66541, 54533, 68011, 37413, 34111, 25849]",AFIK3VBMMX6G6,145,0
"weather details with temperature, pressure and relative humidity",91,"[2, 1, 0, 1, 1, 0, 0, 2, 0, 2, 1, 0, 2, 1, 0]","[33215, 26022, 65446, 51071, 36332, 54924, 29312, 58869, 58863, 66541, 54533, 68011, 37413, 34111, 25849]",AXXA481XH6FKE,145,1
"weather details with temperature, pressure and relative humidity",91,"[2, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 1]","[33215, 26022, 65446, 51071, 36332, 54924, 29312, 58869, 58863, 66541, 54533, 68011, 37413, 34111, 25849]",A1I579KWWA5IEO,145,2
Overview over own accounts and the amount of money on them,164,"[2, 1, 0, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 0]","[43707, 53604, 25989, 24648, 70291, 44253, 16825, 49408, 20907, 24649, 31134, 10278, 27547, 44120, 48754]",A35AR7EP102IEV,35,0
Overview over own accounts and the amount of money on them,164,"[2, 1, 0, 2, 0, 0, 0, 2, 1, 2, 2, 1, 2, 0, 0]","[43707, 53604, 25989, 24648, 70291, 44253, 16825, 49408, 20907, 24649, 31134, 10278, 27547, 44120, 48754]",A1I579KWWA5IEO,35,1
Overview over own accounts and the amount of money on them,164,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[43707, 53604, 25989, 24648, 70291, 44253, 16825, 49408, 20907, 24649, 31134, 10278, 27547, 44120, 48754]",AXXA481XH6FKE,35,2
application submission screen for successfully submitted application,1,"[1, 2, 2, 2, 1, 2, 0, 2, 2, 1, 2, 1, 1, 1, 1]","[19228, 71687, 51503, 19231, 31080, 51511, 58170, 51523, 67493, 22967, 6243, 17331, 17346, 57615, 7722]",A33LIU53SVI55G,67,0
application submission screen for successfully submitted application,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[19228, 71687, 51503, 19231, 31080, 51511, 58170, 51523, 67493, 22967, 6243, 17331, 17346, 57615, 7722]",AFIK3VBMMX6G6,67,1
application submission screen for successfully submitted application,1,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19228, 71687, 51503, 19231, 31080, 51511, 58170, 51523, 67493, 22967, 6243, 17331, 17346, 57615, 7722]",AXXA481XH6FKE,67,2
summery  of a questionnaire,275,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 0]","[58942, 58940, 42098, 43556, 43249, 28768, 42112, 43248, 2886, 51784, 28770, 51775, 51783, 2887, 58274]",A1I579KWWA5IEO,137,0
summery  of a questionnaire,275,"[2, 2, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0]","[58942, 58940, 42098, 43556, 43249, 28768, 42112, 43248, 2886, 51784, 28770, 51775, 51783, 2887, 58274]",A35AR7EP102IEV,137,1
summery  of a questionnaire,275,"[0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 1, 0, 2, 0, 0]","[58942, 58940, 42098, 43556, 43249, 28768, 42112, 43248, 2886, 51784, 28770, 51775, 51783, 2887, 58274]",A33LIU53SVI55G,137,2
Media with no search results,117,"[0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[14777, 46601, 42442, 15336, 14769, 28539, 42447, 42458, 20890, 13816, 33825, 28546, 71742, 67287, 44443]",AXXA481XH6FKE,25,0
Media with no search results,117,"[1, 0, 1, 1, 0, 2, 1, 1, 2, 1, 0, 2, 0, 0, 0]","[14777, 46601, 42442, 15336, 14769, 28539, 42447, 42458, 20890, 13816, 33825, 28546, 71742, 67287, 44443]",A33LIU53SVI55G,25,1
Media with no search results,117,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14777, 46601, 42442, 15336, 14769, 28539, 42447, 42458, 20890, 13816, 33825, 28546, 71742, 67287, 44443]",A22TLF121MRXT1,25,2
turkish car sales website,453,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[64633, 15658, 48087, 11850, 21118, 19643, 59841, 15663, 14019, 50019, 26691, 8272, 51359, 16525, 8262]",AFIK3VBMMX6G6,143,0
turkish car sales website,453,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[64633, 15658, 48087, 11850, 21118, 19643, 59841, 15663, 14019, 50019, 26691, 8272, 51359, 16525, 8262]",AXXA481XH6FKE,143,1
turkish car sales website,453,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 1, 0]","[64633, 15658, 48087, 11850, 21118, 19643, 59841, 15663, 14019, 50019, 26691, 8272, 51359, 16525, 8262]",A33LIU53SVI55G,143,2
shopping app with item weight description,8,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[19345, 19347, 70143, 23918, 54992, 4188, 59836, 13407, 10423, 33929, 47931, 70149, 70137, 47930, 71578]",AFIK3VBMMX6G6,127,0
shopping app with item weight description,8,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[19345, 19347, 70143, 23918, 54992, 4188, 59836, 13407, 10423, 33929, 47931, 70149, 70137, 47930, 71578]",A20I3A6VWC2T5C,127,1
shopping app with item weight description,8,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19345, 19347, 70143, 23918, 54992, 4188, 59836, 13407, 10423, 33929, 47931, 70149, 70137, 47930, 71578]",AXXA481XH6FKE,127,2
strike count threshold with disabling  feature and limits ranging from 1 to 50,305,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[62781, 38382, 49520, 6769, 38384, 49525, 50593, 10821, 49013, 32262, 59736, 28265, 14581, 10820, 28267]",A15ZDCM9T6FXH3,136,0
strike count threshold with disabling  feature and limits ranging from 1 to 50,305,"[1, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[62781, 38382, 49520, 6769, 38384, 49525, 50593, 10821, 49013, 32262, 59736, 28265, 14581, 10820, 28267]",A33LIU53SVI55G,136,1
strike count threshold with disabling  feature and limits ranging from 1 to 50,305,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0]","[62781, 38382, 49520, 6769, 38384, 49525, 50593, 10821, 49013, 32262, 59736, 28265, 14581, 10820, 28267]",A1PVNAXKDIW5K6,136,2
choise of interest,205,"[2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0]","[9286, 4296, 65473, 18383, 18566, 2194, 64828, 47712, 31258, 64832, 62098, 31271, 64827, 9398, 2849]",A1PVNAXKDIW5K6,77,0
