Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
305,strike count threshold with disabling  feature and limits ranging from 1 to 50,"[(2, 2, 2), (1, 1, 0), (0, 0, 0), (1, 2, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (1, 1, 0), (0, 1, 0), (1, 1, 0), (0, 0, 0), (0, 1, 0), (0, 2, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (1, 0, 0), (1, 0, 0), (0, 2, 0), (0, 2, 0), (1, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (1, 0, 0), (0, 0, 1), (0, 0, 0), (1, 0, 0)]","[62782, 62780, 31392, 14578, 62776, 44053, 31984, 37606, 66994, 46841, 11587, 66993, 70820, 36235, 66984, 62781, 38382, 49520, 6769, 38384, 49525, 50593, 10821, 49013, 32262, 59736, 28265, 14581, 10820, 28267]","[2, 1, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0]]"
319,page that display the questions  with options,"[(2, 1, 2), (2, 1, 2), (0, 2, 1), (0, 2, 1), (1, 1, 0), (0, 2, 1), (0, 2, 1), (1, 2, 1), (0, 1, 1), (0, 0, 1), (1, 0, 0), (0, 0, 1), (0, 0, 1), (1, 0, 0), (0, 0, 1), (2, 1, 0), (1, 1, 0), (0, 0, 0), (2, 2, 0), (1, 2, 0), (1, 1, 1), (2, 1, 2), (0, 1, 0), (0, 0, 0), (1, 2, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 0)]","[30849, 56520, 4500, 50275, 37796, 7518, 59469, 64744, 50286, 59478, 66489, 4505, 59473, 37795, 7519, 44431, 30245, 59472, 54286, 56440, 59470, 44436, 37797, 2274, 32498, 71647, 52303, 6888, 60424, 54197]","[2, 2, 3, 3, 1, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 3, 1, 2, 0, 0, 3, 0, 0, 0, 0, 3]","[[0, 1, 2], [0, 1, 2], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 1, 1], [0, 2, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [1, 0, 2], [1, 1, 1], [0, 3, 0], [0, 1, 2], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1]]"
321,audio editor with harmony function,"[(0, 1, 0), (1, 2, 1), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 2, 1), (0, 2, 1), (0, 2, 0), (0, 2, 1), (0, 2, 1), (0, 1, 1), (0, 2, 1), (0, 1, 0), (1, 1, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (2, 2, 0), (0, 1, 0), (1, 2, 1), (2, 1, 0), (0, 2, 0), (0, 1, 0), (0, 1, 0)]","[27752, 20274, 64836, 37568, 53012, 22687, 37560, 20586, 66226, 22181, 53005, 66227, 22182, 53004, 66229, 37567, 53013, 13339, 22689, 53007, 14191, 68797, 53003, 22690, 25497, 15815, 67446, 26415, 53018, 67449]","[0, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3, 0, 0, 0]","[[2, 1, 0], [0, 2, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [1, 1, 1], [1, 1, 1], [2, 0, 1], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 1, 1], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 0, 2], [2, 1, 0], [0, 2, 1], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0]]"
324,Sending Email to Selected Recipient's,"[(0, 0, 2), (0, 1, 1), (0, 1, 1), (0, 1, 2), (0, 1, 1), (0, 0, 2), (0, 1, 1), (0, 1, 2), (0, 0, 2), (1, 0, 2), (0, 0, 2), (0, 0, 2), (0, 0, 2), (0, 0, 2), (0, 0, 1), (0, 1, 2), (0, 2, 0), (0, 0, 0), (0, 1, 1), (0, 1, 2), (0, 0, 0), (0, 1, 2), (0, 0, 2), (0, 0, 0), (0, 1, 2), (0, 0, 1), (0, 0, 1), (0, 0, 2), (0, 0, 2), (0, 0, 0)]","[40342, 35287, 35288, 64858, 52796, 35285, 35286, 46655, 67139, 56893, 62150, 6889, 58569, 38723, 61680, 25007, 6230, 61895, 23860, 71721, 48806, 69560, 28628, 49173, 58058, 42163, 4338, 61906, 28631, 46656]","[0, 1, 1, 3, 1, 0, 1, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 1, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0]","[[2, 0, 1], [1, 2, 0], [1, 2, 0], [1, 1, 1], [1, 2, 0], [2, 0, 1], [1, 2, 0], [1, 1, 1], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 0, 1], [2, 0, 1], [2, 0, 1], [2, 1, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [1, 2, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0]]"
327,buying boats,"[(2, 1, 1), (0, 2, 2), (0, 2, 2), (2, 2, 2), (0, 0, 0), (0, 0, 0), (1, 2, 1), (0, 0, 1), (0, 0, 1), (0, 1, 1), (0, 0, 0), (0, 1, 0), (1, 2, 1), (0, 0, 2), (0, 1, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (2, 0, 0), (1, 0, 0), (0, 0, 0), (1, 0, 0), (1, 0, 2), (0, 0, 0), (1, 0, 0), (0, 0, 1), (0, 0, 1), (1, 0, 1), (0, 0, 0), (0, 0, 0)]","[15039, 58090, 58084, 15036, 40117, 40109, 5949, 32819, 32815, 43011, 62390, 28649, 42997, 32817, 59102, 17158, 29869, 40799, 35450, 58083, 40800, 63307, 9293, 45563, 63312, 32816, 32818, 33621, 28274, 58123]","[1, 2, 2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0]","[[0, 2, 1], [1, 0, 2], [1, 0, 2], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 2, 1], [2, 1, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [0, 2, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0]]"
341,"social app with ask me, gender, ask me, chat options","[(1, 2, 2), (2, 1, 0), (0, 0, 0), (0, 0, 0), (2, 1, 0), (2, 1, 0), (0, 2, 0), (2, 1, 1), (1, 2, 0), (2, 1, 1), (2, 2, 1), (0, 0, 0), (2, 0, 1), (2, 0, 1), (1, 2, 0), (0, 0, 0), (2, 2, 2), (0, 1, 1), (2, 1, 1), (2, 2, 2), (0, 0, 0), (2, 1, 1), (2, 2, 2), (1, 0, 0), (2, 1, 1), (0, 0, 0), (0, 0, 0), (2, 1, 1), (1, 0, 1), (0, 0, 0)]","[50317, 46257, 27112, 59474, 46258, 60687, 59469, 46259, 40095, 12273, 55007, 55011, 12275, 55012, 41772, 13174, 5983, 41773, 2452, 5976, 57095, 1623, 50314, 57091, 11648, 10959, 19646, 31005, 55008, 57093]","[2, 3, 0, 0, 3, 3, 0, 1, 3, 1, 2, 0, 3, 3, 3, 0, 2, 1, 1, 2, 0, 1, 2, 0, 1, 0, 0, 1, 1, 0]","[[0, 1, 2], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 0, 1], [0, 2, 1], [1, 1, 1], [0, 2, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [3, 0, 0], [0, 0, 3], [1, 2, 0], [0, 2, 1], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 0, 3], [2, 1, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [1, 2, 0], [3, 0, 0]]"
346,search cellular locations,"[(1, 2, 2), (1, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (1, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (1, 1, 0), (1, 1, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (1, 1, 0), (1, 1, 0), (1, 1, 0), (0, 0, 0), (1, 0, 0), (2, 2, 0)]","[23326, 24154, 61364, 5629, 12745, 173, 15516, 12751, 40438, 2707, 43341, 44453, 38508, 40440, 43024, 48095, 3742, 40444, 26910, 42745, 42728, 31101, 176, 50631, 50150, 19134, 24755, 8923, 56702, 22859]","[2, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 2]","[[0, 1, 2], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 0, 2]]"
349,cover page of book with author name,"[(1, 1, 2), (2, 1, 1), (2, 0, 0), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (0, 0, 0), (1, 0, 0), (2, 1, 1), (0, 0, 0), (2, 1, 1), (2, 1, 1), (0, 0, 0), (0, 0, 2), (0, 1, 1), (0, 0, 0), (2, 1, 2), (0, 0, 2), (1, 1, 2), (0, 0, 0), (1, 0, 1), (1, 1, 2), (0, 1, 1), (1, 1, 1), (1, 1, 2), (0, 0, 0), (2, 2, 1), (0, 0, 0)]","[49770, 40927, 40833, 40929, 40924, 24453, 40933, 40937, 42656, 47751, 52518, 8219, 6383, 61349, 45225, 47750, 48162, 40834, 6389, 43749, 57123, 34198, 2527, 52610, 38972, 16680, 52612, 32542, 27599, 17390]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 1, 1, 1, 1, 0, 2, 0]","[[0, 2, 1], [0, 2, 1], [2, 0, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [3, 0, 0], [2, 1, 0], [0, 2, 1], [3, 0, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [2, 0, 1], [1, 2, 0], [3, 0, 0], [0, 1, 2], [2, 0, 1], [0, 2, 1], [3, 0, 0], [1, 2, 0], [0, 2, 1], [1, 2, 0], [0, 3, 0], [0, 2, 1], [3, 0, 0], [0, 1, 2], [3, 0, 0]]"
351,snapchat startup interface with login and sign up options,"[(2, 2, 2), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[16082, 16084, 36266, 18535, 1884, 10942, 69839, 16202, 5817, 13921, 40003, 57081, 10894, 29509, 22114, 20517, 10624, 33411, 7293, 68460, 17834, 62001, 39920, 61301, 315, 39909, 34308, 63045, 39919, 34307]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
352,calculator,"[(0, 0, 0), (0, 0, 1), (0, 0, 1), (2, 2, 2), (0, 2, 1), (0, 2, 1), (0, 2, 1), (0, 2, 1), (0, 2, 1), (1, 2, 2), (0, 1, 1), (0, 0, 0), (0, 1, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (1, 0, 0), (1, 0, 1), (1, 0, 0), (1, 0, 0), (1, 0, 1), (1, 0, 0), (0, 0, 0), (0, 1, 0), (1, 2, 1), (0, 0, 2), (0, 0, 0), (1, 1, 0), (1, 1, 0)]","[67804, 20594, 20602, 49397, 67409, 46604, 8899, 13351, 35283, 61050, 34179, 16992, 18384, 34181, 16993, 13616, 14230, 16989, 18385, 60470, 13613, 13615, 16991, 39794, 61055, 38846, 18386, 45827, 16987, 24333]","[0, 0, 0, 2, 3, 3, 3, 3, 3, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[[3, 0, 0], [2, 1, 0], [2, 1, 0], [0, 0, 3], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 1, 2], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [0, 2, 1], [2, 0, 1], [3, 0, 0], [1, 2, 0], [1, 2, 0]]"
353,Vippi GUI sign up interface,"[(2, 2, 2), (0, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 1), (1, 0, 1), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (2, 0, 1), (0, 0, 0), (2, 0, 1), (2, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (1, 0, 0), (2, 2, 0), (1, 0, 0), (1, 1, 0), (2, 0, 0)]","[38658, 6140, 21042, 70744, 29033, 38923, 64029, 40003, 21040, 45631, 52853, 40122, 64031, 52855, 20429, 54971, 38807, 20515, 70750, 18049, 20107, 29036, 15805, 45555, 70847, 68460, 22352, 7653, 18050, 58377]","[2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0]","[[0, 0, 3], [3, 0, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 0, 2], [2, 1, 0], [1, 2, 0], [2, 0, 1]]"
359,a survery app with sinup and facebook login option,"[(2, 2, 2), (0, 1, 1), (0, 0, 0), (0, 1, 1), (0, 1, 0), (0, 0, 0), (1, 1, 1), (1, 1, 1), (0, 0, 0), (0, 1, 1), (1, 1, 1), (0, 0, 0), (1, 1, 1), (1, 1, 1), (0, 0, 0), (2, 2, 2), (2, 2, 2), (0, 0, 0), (1, 2, 1), (1, 2, 2), (0, 1, 0), (0, 0, 2), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 2, 2), (0, 1, 0), (0, 1, 2), (0, 2, 2), (0, 2, 0)]","[9551, 37666, 19704, 6608, 20931, 34569, 22253, 8998, 19707, 15939, 57919, 67673, 18535, 7849, 49338, 4305, 57920, 49335, 69548, 41917, 49334, 31769, 25374, 49336, 71940, 21577, 49332, 14680, 62364, 21880]","[2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 2, 2, 0, 1, 2, 0, 0, 2, 0, 0, 2, 0, 3, 2, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [0, 3, 0], [0, 3, 0], [3, 0, 0], [1, 2, 0], [0, 3, 0], [3, 0, 0], [0, 3, 0], [0, 3, 0], [3, 0, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 1, 2], [2, 1, 0], [2, 0, 1], [0, 0, 3], [3, 0, 0], [3, 0, 0], [1, 0, 2], [2, 1, 0], [1, 1, 1], [1, 0, 2], [2, 0, 1]]"
363,weather notification with toggle button,"[(2, 2, 2), (0, 0, 1), (0, 0, 2), (1, 0, 2), (0, 0, 1), (1, 1, 1), (0, 0, 2), (0, 0, 2), (0, 0, 1), (0, 0, 0), (0, 0, 2), (0, 0, 1), (0, 0, 1), (0, 1, 2), (0, 0, 1), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[16844, 70635, 61170, 6423, 70626, 54917, 70777, 28497, 28698, 12865, 71513, 40490, 63601, 6416, 841, 63599, 54841, 54834, 18590, 57963, 21247, 6640, 32, 65447, 61236, 13490, 51276, 70185, 9540, 35]","[2, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [2, 1, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [0, 3, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
365,Ui for user profile,"[(1, 1, 1), (1, 2, 1), (0, 0, 0), (0, 0, 0), (1, 2, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (2, 2, 2), (2, 2, 2), (1, 2, 2), (1, 0, 2), (0, 1, 0), (1, 2, 2), (1, 1, 2), (0, 0, 0), (1, 1, 0), (2, 2, 2), (0, 0, 0), (0, 0, 2), (1, 2, 0), (0, 0, 0), (0, 2, 0), (1, 0, 2), (0, 1, 0), (1, 2, 2), (1, 0, 2), (2, 2, 1), (2, 2, 1), (0, 0, 0)]","[34040, 47364, 40348, 39237, 39606, 40346, 41623, 67745, 2835, 49799, 39571, 1592, 24785, 18857, 1583, 10203, 40556, 3701, 10217, 68081, 17151, 7740, 18858, 27614, 7653, 40818, 15934, 62147, 60542, 40349]","[1, 1, 0, 0, 1, 0, 0, 1, 2, 2, 2, 3, 0, 2, 1, 0, 1, 2, 0, 0, 3, 0, 0, 3, 0, 2, 3, 2, 2, 0]","[[0, 3, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [1, 2, 0], [0, 0, 3], [0, 0, 3], [0, 1, 2], [1, 1, 1], [2, 1, 0], [0, 1, 2], [0, 2, 1], [3, 0, 0], [1, 2, 0], [0, 0, 3], [3, 0, 0], [2, 0, 1], [1, 1, 1], [3, 0, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [0, 1, 2], [1, 1, 1], [0, 1, 2], [0, 1, 2], [3, 0, 0]]"
367,complete your melody,"[(2, 1, 2), (2, 2, 0), (1, 0, 0), (2, 0, 0), (2, 2, 1), (2, 0, 0), (2, 2, 1), (1, 0, 0), (1, 0, 0), (2, 0, 0), (1, 0, 0), (1, 0, 1), (2, 0, 0), (1, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (2, 1, 0), (0, 1, 0), (1, 2, 0), (0, 0, 0), (2, 2, 1), (1, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 1), (2, 0, 1)]","[46619, 63188, 36136, 50056, 38103, 30405, 38102, 32194, 32190, 20953, 52112, 43202, 20331, 70783, 43860, 20322, 2071, 13799, 50696, 23117, 69703, 50230, 65833, 32262, 854, 23116, 39255, 50697, 32265, 1947]","[2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 2, 1, 0, 0, 0, 3, 3]","[[0, 1, 2], [1, 0, 2], [2, 1, 0], [2, 0, 1], [0, 1, 2], [2, 0, 1], [0, 1, 2], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [1, 2, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [1, 1, 1], [3, 0, 0], [0, 1, 2], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1]]"
369,my playlist,"[(2, 2, 2), (1, 1, 2), (1, 1, 2), (1, 2, 1), (1, 1, 0), (2, 1, 1), (2, 1, 0), (1, 1, 2), (1, 1, 1), (2, 1, 1), (1, 2, 2), (2, 1, 0), (0, 1, 1), (0, 2, 1), (1, 1, 2), (1, 2, 2), (0, 1, 0), (0, 1, 1), (1, 2, 2), (2, 1, 2), (1, 2, 1), (2, 1, 2), (1, 1, 2), (1, 1, 2), (1, 2, 2), (0, 1, 0), (0, 1, 1), (0, 1, 1), (1, 2, 2), (0, 1, 2)]","[71956, 58693, 45113, 10940, 50232, 5209, 55481, 53826, 53824, 66163, 14672, 34334, 2119, 52900, 70552, 17621, 3905, 494, 9981, 2112, 50228, 55665, 2113, 504, 26477, 3896, 50233, 17623, 61926, 13389]","[2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 3, 1, 3, 1, 2, 0, 1, 2, 2, 1, 2, 1, 1, 2, 0, 1, 1, 2, 3]","[[0, 0, 3], [0, 2, 1], [0, 2, 1], [0, 2, 1], [1, 2, 0], [0, 2, 1], [1, 1, 1], [0, 2, 1], [0, 3, 0], [0, 2, 1], [0, 1, 2], [1, 1, 1], [1, 2, 0], [1, 1, 1], [0, 2, 1], [0, 1, 2], [2, 1, 0], [1, 2, 0], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 1, 2], [0, 2, 1], [0, 2, 1], [0, 1, 2], [2, 1, 0], [1, 2, 0], [1, 2, 0], [0, 1, 2], [1, 1, 1]]"
375,Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,"[(1, 1, 0), (1, 1, 0), (0, 0, 0), (1, 1, 0), (1, 1, 0), (1, 2, 0), (1, 1, 0), (1, 1, 0), (1, 2, 1), (1, 1, 0), (2, 1, 0), (1, 2, 1), (1, 2, 1), (2, 2, 2), (1, 0, 1), (2, 1, 2), (0, 0, 2), (1, 1, 1), (2, 1, 1), (0, 2, 2), (1, 0, 1), (0, 0, 1), (1, 2, 1), (0, 0, 1), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 0, 1)]","[16992, 16990, 16993, 16989, 16991, 22879, 16987, 16982, 1729, 1733, 16986, 16988, 16983, 1732, 16984, 61983, 22892, 61115, 20676, 22891, 61118, 69900, 16985, 44016, 22870, 14252, 44013, 11323, 14254, 20602]","[1, 1, 0, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[[1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [0, 2, 1], [1, 2, 0], [1, 1, 1], [0, 2, 1], [0, 2, 1], [0, 0, 3], [1, 2, 0], [0, 1, 2], [2, 0, 1], [0, 3, 0], [0, 2, 1], [1, 0, 2], [1, 2, 0], [2, 1, 0], [0, 2, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [1, 2, 0], [1, 2, 0]]"
381,Open the application using a password,"[(2, 1, 2), (2, 1, 2), (2, 2, 2), (2, 2, 1), (2, 1, 2), (2, 2, 1), (2, 2, 2), (2, 1, 2), (0, 0, 0), (2, 2, 1), (2, 1, 2), (2, 1, 1), (2, 1, 2), (0, 0, 0), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 1, 1), (2, 1, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 1, 1), (2, 2, 2), (0, 0, 0), (2, 2, 1)]","[12738, 47181, 61165, 54677, 43386, 20545, 29662, 51629, 51615, 53683, 40520, 40104, 69551, 36731, 51165, 60077, 26211, 62256, 29487, 65706, 3440, 32077, 11520, 1082, 61440, 15783, 1083, 55625, 45556, 26302]","[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 0, 2, 2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 0, 1, 2, 0, 2]","[[0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 1, 2], [3, 0, 0], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 1, 2], [3, 0, 0], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 2, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 0, 3], [3, 0, 0], [0, 1, 2]]"
